startTime,value,keys,name
2024-04-16T14:00:00Z,628.0,Hydro Run-of-river and poundage,bmrs _report
2024-04-16T14:30:00Z,1840.0,Biomass,bmrs _report
2024-04-16T14:30:00Z,0.0,Fossil Hard coal,bmrs _report
2024-04-16T14:30:00Z,0.0,Fossil Oil,bmrs _report
2024-04-16T14:30:00Z,0.0,Hydro Pumped Storage,bmrs _report
2024-04-16T14:30:00Z,587.0,Hydro Run-of-river and poundage,bmrs _report
2024-04-16T15:00:00Z,2274.0,Biomass,bmrs _report
2024-04-16T15:00:00Z,0.0,Fossil Hard coal,bmrs _report
2024-04-16T15:00:00Z,0.0,Fossil Oil,bmrs _report
2024-04-16T15:00:00Z,0.0,Hydro Pumped Storage,bmrs _report
2024-04-16T15:00:00Z,545.0,Hydro Run-of-river and poundage,bmrs _report
2024-04-16T15:30:00Z,2174.0,Biomass,bmrs _report
2024-04-16T15:30:00Z,0.0,Fossil Hard coal,bmrs _report
2024-04-16T15:30:00Z,0.0,Fossil Oil,bmrs _report
2024-04-16T15:30:00Z,0.0,Hydro Pumped Storage,bmrs _report
2024-04-16T15:30:00Z,515.0,Hydro Run-of-river and poundage,bmrs _report
2024-04-16T16:00:00Z,2308.0,Biomass,bmrs _report
2024-04-16T16:00:00Z,66.0,Fossil Hard coal,bmrs _report
2024-04-16T16:00:00Z,0.0,Fossil Oil,bmrs _report
2024-04-16T16:00:00Z,0.0,Hydro Pumped Storage,bmrs _report
2024-04-16T16:00:00Z,559.0,Hydro Run-of-river and poundage,bmrs _report
2024-04-16T16:30:00Z,3030.0,Biomass,bmrs _report
2024-04-16T16:30:00Z,230.0,Fossil Hard coal,bmrs _report
2024-04-16T16:30:00Z,0.0,Fossil Oil,bmrs _report
2024-04-16T16:30:00Z,120.0,Hydro Pumped Storage,bmrs _report
2024-04-16T16:30:00Z,566.0,Hydro Run-of-river and poundage,bmrs _report
2024-04-16T17:00:00Z,3167.0,Biomass,bmrs _report
2024-04-16T17:00:00Z,231.0,Fossil Hard coal,bmrs _report
2024-04-16T17:00:00Z,0.0,Fossil Oil,bmrs _report
2024-04-16T17:00:00Z,386.0,Hydro Pumped Storage,bmrs _report
2024-04-16T17:00:00Z,615.0,Hydro Run-of-river and poundage,bmrs _report
2024-04-16T17:30:00Z,3165.0,Biomass,bmrs _report
2024-04-16T17:30:00Z,331.0,Fossil Hard coal,bmrs _report
2024-04-16T17:30:00Z,0.0,Fossil Oil,bmrs _report
2024-04-16T17:30:00Z,505.0,Hydro Pumped Storage,bmrs _report
2024-04-16T17:30:00Z,642.0,Hydro Run-of-river and poundage,bmrs _report
2024-04-16T18:00:00Z,3182.0,Biomass,bmrs _report
2024-04-16T18:00:00Z,480.0,Fossil Hard coal,bmrs _report
2024-04-16T18:00:00Z,0.0,Fossil Oil,bmrs _report
2024-04-16T18:00:00Z,374.0,Hydro Pumped Storage,bmrs _report
2024-04-16T18:00:00Z,643.0,Hydro Run-of-river and poundage,bmrs _report
2024-04-16T18:30:00Z,3177.0,Biomass,bmrs _report
2024-04-16T18:30:00Z,474.0,Fossil Hard coal,bmrs _report
2024-04-16T18:30:00Z,0.0,Fossil Oil,bmrs _report
2024-04-16T18:30:00Z,576.0,Hydro Pumped Storage,bmrs _report
2024-04-16T18:30:00Z,633.0,Hydro Run-of-river and poundage,bmrs _report
2024-04-16T19:00:00Z,3009.0,Biomass,bmrs _report
2024-04-16T19:00:00Z,478.0,Fossil Hard coal,bmrs _report
2024-04-16T19:00:00Z,0.0,Fossil Oil,bmrs _report
2024-04-16T19:00:00Z,1049.0,Hydro Pumped Storage,bmrs _report
2024-04-16T19:00:00Z,794.0,Hydro Run-of-river and poundage,bmrs _report
2024-04-16T19:30:00Z,2520.0,Biomass,bmrs _report
2024-04-16T19:30:00Z,478.0,Fossil Hard coal,bmrs _report
2024-04-16T19:30:00Z,0.0,Fossil Oil,bmrs _report
2024-04-16T19:30:00Z,675.0,Hydro Pumped Storage,bmrs _report
2024-04-16T19:30:00Z,790.0,Hydro Run-of-river and poundage,bmrs _report
2024-04-16T20:00:00Z,2518.0,Biomass,bmrs _report
2024-04-16T20:00:00Z,477.0,Fossil Hard coal,bmrs _report
2024-04-16T20:00:00Z,0.0,Fossil Oil,bmrs _report
2024-04-16T20:00:00Z,895.0,Hydro Pumped Storage,bmrs _report
2024-04-16T20:00:00Z,785.0,Hydro Run-of-river and poundage,bmrs _report
2024-04-16T20:30:00Z,2911.0,Biomass,bmrs _report
2024-04-16T20:30:00Z,477.0,Fossil Hard coal,bmrs _report
2024-04-16T20:30:00Z,0.0,Fossil Oil,bmrs _report
2024-04-16T20:30:00Z,1291.0,Hydro Pumped Storage,bmrs _report
2024-04-16T20:30:00Z,766.0,Hydro Run-of-river and poundage,bmrs _report
2024-04-16T21:00:00Z,3128.0,Biomass,bmrs _report
2024-04-16T21:00:00Z,474.0,Fossil Hard coal,bmrs _report
2024-04-16T21:00:00Z,0.0,Fossil Oil,bmrs _report
2024-04-16T21:00:00Z,1263.0,Hydro Pumped Storage,bmrs _report
2024-04-16T21:00:00Z,750.0,Hydro Run-of-river and poundage,bmrs _report
2024-04-16T21:30:00Z,3128.0,Biomass,bmrs _report
2024-04-16T21:30:00Z,481.0,Fossil Hard coal,bmrs _report
2024-04-16T21:30:00Z,0.0,Fossil Oil,bmrs _report
2024-04-16T21:30:00Z,602.0,Hydro Pumped Storage,bmrs _report
2024-04-16T21:30:00Z,746.0,Hydro Run-of-river and poundage,bmrs _report
2024-04-16T22:00:00Z,3158.0,Biomass,bmrs _report
2024-04-16T22:00:00Z,481.0,Fossil Hard coal,bmrs _report
2024-04-16T22:00:00Z,0.0,Fossil Oil,bmrs _report
2024-04-16T22:00:00Z,826.0,Hydro Pumped Storage,bmrs _report
2024-04-16T22:00:00Z,521.0,Hydro Run-of-river and poundage,bmrs _report
2024-04-16T22:30:00Z,3152.0,Biomass,bmrs _report
2024-04-16T22:30:00Z,475.0,Fossil Hard coal,bmrs _report
2024-04-16T22:30:00Z,0.0,Fossil Oil,bmrs _report
2024-04-16T22:30:00Z,208.0,Hydro Pumped Storage,bmrs _report
2024-04-16T22:30:00Z,506.0,Hydro Run-of-river and poundage,bmrs _report
2024-04-16T23:00:00Z,3151.0,Biomass,bmrs _report
2024-04-16T23:00:00Z,478.0,Fossil Hard coal,bmrs _report
2024-04-16T23:00:00Z,0.0,Fossil Oil,bmrs _report
2024-04-16T23:00:00Z,0.0,Hydro Pumped Storage,bmrs _report
2024-04-16T23:00:00Z,596.0,Hydro Run-of-river and poundage,bmrs _report
2024-04-16T23:30:00Z,3153.0,Biomass,bmrs _report
2024-04-16T23:30:00Z,480.0,Fossil Hard coal,bmrs _report
2024-04-16T23:30:00Z,0.0,Fossil Oil,bmrs _report
2024-04-16T23:30:00Z,0.0,Hydro Pumped Storage,bmrs _report
2024-04-16T23:30:00Z,610.0,Hydro Run-of-river and poundage,bmrs _report
2024-04-17T00:00:00Z,3102.0,Biomass,bmrs _report
2024-04-17T00:00:00Z,432.0,Fossil Hard coal,bmrs _report
2024-04-17T00:00:00Z,0.0,Fossil Oil,bmrs _report
2024-04-17T00:00:00Z,0.0,Hydro Pumped Storage,bmrs _report
2024-04-17T00:00:00Z,459.0,Hydro Run-of-river and poundage,bmrs _report
